student_interest,student_country,student_language,student_target_degree,student_current_degree,student_gpa,student_lang_level,student_ielts,student_budget,student_study_mode,student_needs_scholarship,program_category,program_country,program_degree,program_tuition,program_language,program_study_mode,program_min_gpa,program_min_lang,program_min_ielts,program_scholarship,gpa_diff,budget_diff,lang_diff,ielts_diff,country_match,field_match,field_proximity,degree_compatible,study_mode_match,scholarship_match,match_score
HOSPITALITY,ANY,German,DIPLOMA,BACHELOR,15.8,5,6.4,6000,ON_CAMPUS,1,EDUCATION,Latvia,BACHELOR,4900,English,ON_CAMPUS,0.0,3,6.5,0,0.0,1100,2,-0.1,1,0,0.0,0,1,0,0.03176534038716703
MEDICINE,Poland,ANY,BACHELOR,MASTER,11.8,4,6.1,3000,BLENDED,1,COMPUTER_SCIENCE,Latvia,MASTER_OF_SCIENCE,5100,English,BLENDED,12.0,4,7.0,0,-0.2,-2100,0,-0.9,0,0,0.0,0,1,0,0.07170831761686625
MARKETING,Latvia,English,DIPLOMA,BACHELOR,14.7,3,5.1,6000,ON_CAMPUS,1,ARTS,Poland,CERTIFICATE,2600,English,DISTANCE,0.0,3,5.0,0,0.0,3400,0,0.1,0,0,0.0,1,0,0,0.5425
DESIGN,Netherlands,English,DIPLOMA,PHD,14.4,6,8.3,15000,ON_CAMPUS,0,ARTS,Latvia,BACHELOR,5400,English,ON_CAMPUS,0.0,4,6.0,0,0.0,9600,2,2.3,0,0,0.6,0,1,0,0.0018086898317245942
ARTS,ANY,ANY,MASTER,HIGH_SCHOOL,0.0,4,6.2,3000,ON_CAMPUS,0,PSYCHOLOGY,Germany,MASTER_OF_SCIENCE,4900,English,BLENDED,11.0,5,6.0,0,0.0,-1900,-1,0.2,1,0,0.0,0,0,0,0.025755744367781934
BUSINESS,Latvia,English,MBA,BACHELOR,11.2,4,5.8,8000,ON_CAMPUS,0,ARTS,Turkey,MASTER,3700,English,ON_CAMPUS,10.0,4,6.5,1,1.2,4300,0,-0.7,0,0,0.0,1,1,0,0.5614
ENGINEERING,ANY,English,CERTIFICATE,BACHELOR,12.4,4,5.7,7000,ON_CAMPUS,0,MEDICINE,France,DIPLOMA,5500,German,ON_CAMPUS,0.0,3,6.0,0,0.0,1500,1,-0.3,1,0,0.0,1,1,0,0.6948
OTHER,ANY,English,BACHELOR,BACHELOR,11.7,4,6.7,6000,ON_CAMPUS,1,EDUCATION,Italy,DIPLOMA,11600,German,ON_CAMPUS,0.0,4,5.0,0,0.0,-5600,0,1.7,1,0,0.0,1,1,0,0.4249
EDUCATION,ANY,English,MASTER,HIGH_SCHOOL,0.0,3,5.3,6000,ON_CAMPUS,0,HOSPITALITY,Latvia,MASTER,7000,French,DISTANCE,13.0,4,6.5,1,0.0,-1000,-1,-1.2,1,0,0.0,0,0,0,0.05063934946015827
ARTIFICIAL_INTELLIGENCE,Spain,English,BACHELOR,BACHELOR,13.4,4,5.8,4000,ON_CAMPUS,0,LAW,France,BACHELOR,4400,French,BLENDED,0.0,3,5.5,0,0.0,-400,1,0.3,0,0,0.0,0,0,0,0.05620172141734983
PSYCHOLOGY,Latvia,English,MASTER,MASTER,14.9,5,7.0,4000,ON_CAMPUS,1,MEDICINE,Spain,BACHELOR,4300,English,DISTANCE,0.0,4,6.0,1,0.0,-300,1,1.0,0,0,0.4,0,0,1,0.027656473798204195
PSYCHOLOGY,Turkey,ANY,MASTER,BACHELOR,13.7,3,5.3,5000,ON_CAMPUS,0,LAW,France,MASTER,7600,English,ON_CAMPUS,12.0,4,5.0,0,1.7,-2600,-1,0.3,0,0,0.0,1,1,0,0.3418
EDUCATION,Spain,English,MBA,HIGH_SCHOOL,0.0,4,5.9,6000,BLENDED,1,ARTIFICIAL_INTELLIGENCE,Latvia,BACHELOR,4900,English,ON_CAMPUS,0.0,4,5.0,0,0.0,1100,0,0.9,0,0,0.0,1,0,0,0.5049
MEDICINE,France,German,MASTER,HIGH_SCHOOL,0.0,1,3.1,5000,ON_CAMPUS,0,MEDICINE,Spain,BACHELOR,4200,German,ON_CAMPUS,0.0,4,5.0,0,0.0,800,-3,-1.9,0,1,1.0,1,1,0,0.6991
COMMUNICATION,ANY,English,BACHELOR,BACHELOR,14.0,3,5.2,5000,ON_CAMPUS,1,COMPUTER_SCIENCE,Turkey,CERTIFICATE,2300,English,ON_CAMPUS,0.0,4,6.0,0,0.0,2700,-1,-0.8,1,0,0.0,1,1,0,0.6155
DATA_SCIENCE,Spain,English,MASTER,MASTER,15.8,5,7.6,4000,ON_CAMPUS,0,PSYCHOLOGY,Italy,CERTIFICATE,3100,English,BLENDED,0.0,4,5.0,0,0.0,900,1,2.6,0,0,0.0,1,0,0,0.5911
ARTIFICIAL_INTELLIGENCE,ANY,English,BACHELOR,MASTER,12.1,3,5.1,6000,BLENDED,1,MARKETING,Germany,MASTER,8900,English,BLENDED,11.0,4,6.5,0,1.1,-2900,-1,-1.4,1,0,0.0,0,1,0,0.04912211558945065
ARTS,ANY,English,DIPLOMA,PHD,12.5,6,8.0,5000,ON_CAMPUS,0,EDUCATION,Germany,MASTER_OF_SCIENCE,6300,French,ON_CAMPUS,13.0,3,5.5,0,-0.5,-1300,3,2.5,1,0,0.0,0,1,0,0.031198483262301048
ARTS,ANY,ANY,BACHELOR,HIGH_SCHOOL,0.0,5,7.3,3000,ON_CAMPUS,1,ARTS,Turkey,MASTER,2500,French,BLENDED,12.0,3,6.5,0,0.0,500,2,0.8,1,1,1.0,0,0,0,0.04332374492256806
ENGINEERING,Netherlands,English,BACHELOR,BACHELOR,10.8,3,5.1,6000,DISTANCE,0,MEDICINE,Spain,BACHELOR,3800,English,BLENDED,0.0,4,6.0,1,0.0,2200,-1,-0.9,0,0,0.0,0,0,0,0.0
LAW,Latvia,English,BACHELOR,MASTER,9.0,3,4.8,5000,BLENDED,0,OTHER,Netherlands,MASTER_OF_SCIENCE,3800,English,ON_CAMPUS,11.0,4,6.0,0,-2.0,1200,-1,-1.2,0,0,0.0,0,0,0,0.05628978245823878
ARTIFICIAL_INTELLIGENCE,ANY,English,PHD,HIGH_SCHOOL,0.0,4,5.9,8000,ON_CAMPUS,0,PSYCHOLOGY,Latvia,MASTER,2900,English,ON_CAMPUS,10.0,4,6.0,1,0.0,5100,0,-0.1,1,0,0.0,0,1,0,0.07865289138324429
EDUCATION,Germany,ANY,BACHELOR,HIGH_SCHOOL,0.0,4,5.7,3000,ON_CAMPUS,0,MEDICINE,Poland,MASTER_OF_ARTS,4800,German,BLENDED,13.0,5,5.0,1,0.0,-1800,-1,0.7,0,0,0.0,0,0,0,0.07214241124728953
PSYCHOLOGY,France,English,MBA,MASTER,13.3,5,6.9,8000,DISTANCE,1,HOSPITALITY,Netherlands,MASTER,3200,English,ON_CAMPUS,12.0,5,6.0,1,1.3,4800,0,0.9,0,0,0.0,0,0,1,0.03174241741980738
ENGINEERING,ANY,English,MBA,BACHELOR,11.7,5,7.0,5000,ON_CAMPUS,0,ENGINEERING,Latvia,BACHELOR,5800,English,BLENDED,0.0,4,6.5,0,0.0,-800,1,0.5,1,1,1.0,0,0,0,0.014317643213980172
ARCHITECTURE,Latvia,French,BACHELOR,BACHELOR,17.1,3,4.9,5000,BLENDED,1,MARKETING,France,CERTIFICATE,3800,English,BLENDED,0.0,4,5.5,0,0.0,1200,-1,-0.6,0,0,0.0,1,1,0,0.4702
OTHER,Germany,French,CERTIFICATE,HIGH_SCHOOL,0.0,4,6.4,6000,ON_CAMPUS,1,BUSINESS,Netherlands,PHD,4500,English,ON_CAMPUS,15.0,4,5.5,1,0.0,1500,0,0.9,0,0,0.0,0,1,1,0.03347266452335439
ARTIFICIAL_INTELLIGENCE,Spain,ANY,PHD,HIGH_SCHOOL,0.0,4,6.2,6000,DISTANCE,0,ARTS,Latvia,MASTER,6800,English,ON_CAMPUS,10.0,4,6.0,0,0.0,-800,0,0.2,0,0,0.0,0,0,0,0.07030899162018613
ARCHITECTURE,ANY,English,MASTER,BACHELOR,11.3,4,6.2,6000,DISTANCE,0,BUSINESS,Latvia,CERTIFICATE,3500,German,ON_CAMPUS,0.0,3,6.5,0,0.0,2500,1,-0.3,1,0,0.0,1,0,0,0.5383
MEDICINE,Turkey,French,BACHELOR,BACHELOR,12.0,5,6.5,3000,ON_CAMPUS,0,MARKETING,France,BACHELOR,6900,English,ON_CAMPUS,0.0,3,6.0,0,0.0,-3900,2,0.5,0,0,0.0,0,1,0,0.049530438151334934
PSYCHOLOGY,Italy,ANY,BACHELOR,BACHELOR,13.8,3,5.2,15000,DISTANCE,0,MEDICINE,Italy,PHD,4500,English,ON_CAMPUS,15.0,5,6.5,0,-1.2,10500,-2,-1.3,1,0,0.4,0,0,0,0.09083630345963356
ARTIFICIAL_INTELLIGENCE,ANY,English,MASTER_OF_SCIENCE,BACHELOR,10.5,6,8.0,8000,BLENDED,1,ARCHITECTURE,Spain,MASTER_OF_ARTS,2500,English,DISTANCE,12.0,4,5.5,0,-1.5,5500,2,2.5,1,0,0.0,1,0,0,0.6201
COMPUTER_SCIENCE,Turkey,ANY,BACHELOR,HIGH_SCHOOL,0.0,3,5.1,3000,DISTANCE,1,LAW,Latvia,CERTIFICATE,2900,English,ON_CAMPUS,0.0,4,5.0,1,0.0,100,-1,0.1,0,0,0.0,1,0,1,0.4457
ARTIFICIAL_INTELLIGENCE,Netherlands,ANY,CERTIFICATE,BACHELOR,15.0,6,7.6,5000,DISTANCE,0,DATA_SCIENCE,France,BACHELOR,6600,German,ON_CAMPUS,0.0,4,6.0,1,0.0,-1600,2,1.6,0,0,0.7,0,0,0,0.10050639496335351
LAW,Turkey,ANY,MASTER,BACHELOR,11.7,4,6.3,4000,BLENDED,0,ARTS,Latvia,DIPLOMA,7600,English,ON_CAMPUS,0.0,4,5.0,0,0.0,-3600,0,1.3,0,0,0.0,1,0,0,0.3363
ARTIFICIAL_INTELLIGENCE,ANY,French,PHD,BACHELOR,14.7,4,5.9,3000,BLENDED,1,COMMUNICATION,Turkey,DIPLOMA,8600,English,ON_CAMPUS,0.0,4,6.0,0,0.0,-5600,0,-0.1,1,0,0.0,1,0,0,0.4013
PSYCHOLOGY,France,English,MBA,BACHELOR,11.6,3,5.3,3000,BLENDED,0,MARKETING,Latvia,MASTER,7800,English,DISTANCE,11.0,4,6.5,0,0.6,-4800,-1,-1.2,0,0,0.0,1,0,0,0.3819
ARCHITECTURE,Italy,English,MASTER,MASTER,16.6,5,6.5,3000,ON_CAMPUS,1,FINANCE,Latvia,MASTER_OF_SCIENCE,9600,English,ON_CAMPUS,11.0,4,6.5,0,5.6,-6600,1,0.0,0,0,0.0,0,1,0,0.013827136146333845
LAW,France,ANY,MASTER,HIGH_SCHOOL,0.0,2,3.9,8000,ON_CAMPUS,1,COMPUTER_SCIENCE,Latvia,BACHELOR,6100,French,BLENDED,0.0,3,6.0,0,0.0,1900,-1,-2.1,0,0,0.0,1,0,0,0.3504
EDUCATION,Spain,ANY,BACHELOR,HIGH_SCHOOL,0.0,4,6.0,7000,BLENDED,0,BUSINESS,Latvia,MASTER,8600,English,ON_CAMPUS,10.0,4,5.5,0,0.0,-1600,0,0.5,0,0,0.0,0,0,0,0.06261635327684359
ARTS,Italy,English,MASTER_OF_SCIENCE,MASTER,12.2,5,6.6,8000,ON_CAMPUS,0,BUSINESS,Latvia,CERTIFICATE,3600,English,ON_CAMPUS,0.0,3,5.5,0,0.0,4400,2,1.1,0,0,0.0,1,1,0,0.6307
HOSPITALITY,Spain,English,MBA,MASTER,15.5,5,6.9,4000,ON_CAMPUS,1,MARKETING,Netherlands,MASTER,8000,English,BLENDED,13.0,4,5.0,0,2.5,-4000,1,1.9,0,0,0.3,0,0,0,0.03478773153429483
DESIGN,Latvia,German,PHD,PHD,8.8,3,4.6,12000,ON_CAMPUS,1,HOSPITALITY,France,MASTER,6100,English,BLENDED,10.0,4,7.0,0,-1.2,5900,-1,-2.4,0,0,0.0,0,0,0,0.0523242115621169
COMPUTER_SCIENCE,Netherlands,French,MASTER,HIGH_SCHOOL,0.0,2,4.0,3000,ON_CAMPUS,0,DESIGN,Germany,MASTER,7000,English,ON_CAMPUS,12.0,4,6.5,0,0.0,-4000,-2,-2.5,0,0,0.0,0,1,0,0.05557077769223179
COMMUNICATION,ANY,English,BACHELOR,HIGH_SCHOOL,0.0,2,3.9,6000,ON_CAMPUS,1,ARCHITECTURE,Poland,MASTER,8700,French,DISTANCE,13.0,4,5.0,1,0.0,-2700,-2,-1.1,1,0,0.0,0,0,1,0.05830380347975865
DESIGN,Germany,English,CERTIFICATE,BACHELOR,13.6,5,6.9,5000,ON_CAMPUS,0,FINANCE,Poland,MBA,11500,German,ON_CAMPUS,12.0,4,5.5,1,1.6,-6500,1,1.4,0,0,0.0,1,1,0,0.3313
ARCHITECTURE,Spain,ANY,MASTER,HIGH_SCHOOL,0.0,3,4.4,6000,ON_CAMPUS,1,MARKETING,Poland,PHD,4500,English,ON_CAMPUS,14.0,5,7.0,0,0.0,1500,-2,-2.6,0,0,0.0,0,1,0,0.0
EDUCATION,Poland,French,DIPLOMA,BACHELOR,13.7,5,7.3,6000,ON_CAMPUS,0,EDUCATION,France,BACHELOR,4800,English,ON_CAMPUS,0.0,4,6.0,1,0.0,1200,1,1.3,0,1,1.0,0,1,0,0.0692355998723321
HOSPITALITY,France,French,PHD,BACHELOR,11.8,4,6.4,5000,DISTANCE,0,BUSINESS,Spain,PHD,7800,German,ON_CAMPUS,15.0,5,6.0,0,-3.2,-2800,-1,0.4,0,0,0.4,0,0,0,0.041855555971791955
OTHER,Poland,French,CERTIFICATE,MASTER,13.4,5,7.2,7000,DISTANCE,1,DATA_SCIENCE,France,MASTER,3900,French,ON_CAMPUS,11.0,4,6.0,0,2.4,3100,1,1.2,0,0,0.0,0,0,0,0.033044791051820635
HOSPITALITY,Spain,English,BACHELOR,HIGH_SCHOOL,0.0,3,4.3,7000,ON_CAMPUS,0,OTHER,Italy,PHD,3500,English,DISTANCE,14.0,4,5.5,0,0.0,3500,-1,-1.2,0,0,0.0,0,0,0,0.01802900847933675
FINANCE,Latvia,German,MASTER_OF_ARTS,HIGH_SCHOOL,0.0,3,5.7,4000,DISTANCE,0,ARCHITECTURE,Latvia,PHD,5400,English,ON_CAMPUS,15.0,5,6.0,0,0.0,-1400,-2,-0.3,1,0,0.0,0,0,0,0.0629887947608209
OTHER,Turkey,English,MASTER,HIGH_SCHOOL,0.0,5,7.0,10000,DISTANCE,1,COMPUTER_SCIENCE,Netherlands,MASTER,8400,French,ON_CAMPUS,11.0,3,6.5,0,0.0,1600,2,0.5,0,0,0.0,0,0,0,0.10794317453381169
PSYCHOLOGY,France,English,PHD,BACHELOR,15.6,4,6.2,8000,ON_CAMPUS,1,MARKETING,Italy,DIPLOMA,11000,English,ON_CAMPUS,0.0,4,5.5,1,0.0,-3000,0,0.7,0,0,0.0,1,1,1,0.4587
OTHER,Italy,English,MASTER,HIGH_SCHOOL,0.0,4,5.8,8000,BLENDED,0,COMPUTER_SCIENCE,Italy,CERTIFICATE,2200,French,ON_CAMPUS,0.0,4,6.5,0,0.0,5800,0,-0.7,1,0,0.0,1,0,0,0.5874
OTHER,ANY,English,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,5,7.0,5000,ON_CAMPUS,1,DATA_SCIENCE,Poland,BACHELOR,4800,French,BLENDED,0.0,4,6.0,1,0.0,200,1,1.0,1,0,0.0,1,0,1,0.5837
COMPUTER_SCIENCE,ANY,English,PHD,BACHELOR,16.8,3,5.0,7000,DISTANCE,0,HOSPITALITY,Poland,PHD,7200,English,ON_CAMPUS,14.0,5,6.0,0,2.8,-200,-2,-1.0,1,0,0.0,0,0,0,0.046463778062552134
OTHER,France,English,MBA,MASTER,15.4,5,7.3,6000,ON_CAMPUS,0,MARKETING,Turkey,MASTER_OF_SCIENCE,4300,French,BLENDED,11.0,4,5.0,0,4.4,1700,1,2.3,0,0,0.0,0,0,0,0.04530478907493882
DATA_SCIENCE,France,English,BACHELOR,PHD,16.3,5,7.2,4000,DISTANCE,1,MARKETING,Germany,MASTER_OF_ARTS,4200,English,BLENDED,10.0,4,6.0,0,6.3,-200,1,1.2,0,0,0.0,0,0,0,0.07449017467815032
PSYCHOLOGY,ANY,English,PHD,HIGH_SCHOOL,0.0,4,6.2,12000,BLENDED,0,COMMUNICATION,Latvia,CERTIFICATE,1100,German,DISTANCE,0.0,3,6.5,0,0.0,10900,1,-0.3,1,0,0.3,1,0,0,0.6348
COMPUTER_SCIENCE,Italy,ANY,MASTER,HIGH_SCHOOL,0.0,2,3.7,4000,ON_CAMPUS,1,ENGINEERING,France,BACHELOR,6500,English,ON_CAMPUS,0.0,4,6.0,0,0.0,-2500,-2,-2.3,0,0,0.5,1,1,0,0.5357
ARTIFICIAL_INTELLIGENCE,Turkey,ANY,MASTER,BACHELOR,16.5,4,5.5,6000,DISTANCE,0,EDUCATION,Turkey,CERTIFICATE,2400,English,ON_CAMPUS,0.0,4,6.0,0,0.0,3600,0,-0.5,1,0,0.0,1,0,0,0.6648
OTHER,Netherlands,ANY,BACHELOR,BACHELOR,11.1,5,6.6,3000,ON_CAMPUS,0,MEDICINE,Germany,MASTER_OF_SCIENCE,8600,English,DISTANCE,12.0,5,6.5,0,-0.9,-5600,0,0.1,0,0,0.0,1,0,0,0.3205
ARTS,Netherlands,English,BACHELOR,MASTER,11.4,5,7.1,3000,DISTANCE,0,HOSPITALITY,Turkey,BACHELOR,5700,German,BLENDED,0.0,4,5.5,0,0.0,-2700,1,1.6,0,0,0.0,0,0,0,0.031903763116471355
LAW,France,English,MASTER,BACHELOR,11.4,4,6.2,7000,BLENDED,0,ENGINEERING,Germany,MASTER,5600,English,ON_CAMPUS,11.0,4,5.0,1,0.4,1400,0,1.2,0,0,0.0,1,0,0,0.5179
ARTS,Spain,English,BACHELOR,HIGH_SCHOOL,0.0,5,6.5,7000,BLENDED,1,ARTIFICIAL_INTELLIGENCE,Netherlands,MASTER,3700,French,ON_CAMPUS,11.0,5,7.0,0,0.0,3300,0,-0.5,0,0,0.0,0,0,0,0.03611552940981467
ARCHITECTURE,Turkey,French,BACHELOR,HIGH_SCHOOL,0.0,4,6.3,4000,BLENDED,1,ARCHITECTURE,Turkey,MASTER,4700,English,ON_CAMPUS,10.0,4,6.5,0,0.0,-700,0,-0.2,1,1,1.0,0,0,0,0.09501714106888005
OTHER,ANY,German,CERTIFICATE,BACHELOR,14.2,3,5.1,6000,ON_CAMPUS,0,LAW,Latvia,MASTER,7600,French,ON_CAMPUS,12.0,4,5.5,0,2.2,-1600,-1,-0.4,1,0,0.0,1,1,0,0.4354
MARKETING,Netherlands,French,BACHELOR,HIGH_SCHOOL,0.0,5,7.1,4000,ON_CAMPUS,1,COMPUTER_SCIENCE,Spain,MBA,6800,English,ON_CAMPUS,10.0,4,7.0,0,0.0,-2800,1,0.1,0,0,0.0,0,1,0,0.09682849397297202
DATA_SCIENCE,Netherlands,English,MBA,BACHELOR,18.1,5,6.9,7000,ON_CAMPUS,1,COMMUNICATION,Turkey,DIPLOMA,8400,French,BLENDED,0.0,3,6.0,0,0.0,-1400,2,0.9,0,0,0.0,1,0,0,0.4269
COMMUNICATION,ANY,ANY,MASTER_OF_SCIENCE,HIGH_SCHOOL,0.0,3,4.8,6000,DISTANCE,0,ENGINEERING,Italy,MASTER_OF_ARTS,6300,English,ON_CAMPUS,10.0,4,7.0,0,0.0,-300,-1,-2.2,1,0,0.0,0,0,0,0.042148847969653194
ARTS,Spain,English,MBA,BACHELOR,12.0,2,4.1,4000,ON_CAMPUS,0,DESIGN,Italy,BACHELOR,4000,German,BLENDED,0.0,4,6.5,1,0.0,0,-2,-2.4,0,0,0.6,0,0,0,0.03714964280882415
LAW,Latvia,English,PHD,MASTER,8.0,6,8.3,4000,ON_CAMPUS,0,DATA_SCIENCE,Turkey,MASTER_OF_ARTS,2800,French,ON_CAMPUS,13.0,4,6.5,1,-5.0,1200,2,1.8,0,0,0.0,0,1,0,0.09668001715517613
OTHER,Germany,French,BACHELOR,HIGH_SCHOOL,0.0,1,3.0,10000,ON_CAMPUS,0,ARTIFICIAL_INTELLIGENCE,France,MASTER_OF_ARTS,7500,English,BLENDED,11.0,4,6.0,0,0.0,2500,-3,-3.0,0,0,0.0,0,0,0,0.05756721189280033
ARCHITECTURE,ANY,English,DIPLOMA,BACHELOR,11.3,3,5.3,5000,DISTANCE,1,HOSPITALITY,Poland,MASTER,3100,English,ON_CAMPUS,13.0,3,7.0,0,-1.7,1900,0,-1.7,1,0,0.0,1,0,0,0.4975
DATA_SCIENCE,ANY,English,CERTIFICATE,BACHELOR,13.0,4,6.2,6000,BLENDED,0,PSYCHOLOGY,Netherlands,DIPLOMA,14300,English,ON_CAMPUS,0.0,3,5.0,0,0.0,-8300,1,1.2,1,0,0.0,1,0,0,0.5708
BUSINESS,France,English,MBA,BACHELOR,13.4,5,7.2,8000,DISTANCE,1,MEDICINE,Latvia,PHD,5300,English,ON_CAMPUS,14.0,5,5.0,0,-0.6,2700,0,2.2,0,0,0.0,0,0,0,0.10689237217318347
DATA_SCIENCE,Latvia,English,CERTIFICATE,BACHELOR,13.5,4,6.2,3000,ON_CAMPUS,1,PSYCHOLOGY,Spain,MASTER_OF_ARTS,6100,French,BLENDED,12.0,3,6.5,0,1.5,-3100,1,-0.3,0,0,0.0,1,0,0,0.3242
PSYCHOLOGY,Latvia,French,BACHELOR,HIGH_SCHOOL,0.0,3,4.8,4000,DISTANCE,0,FINANCE,Latvia,BACHELOR,7400,English,DISTANCE,0.0,4,6.5,1,0.0,-3400,-1,-1.7,1,0,0.0,1,1,0,0.5779
COMPUTER_SCIENCE,ANY,English,MASTER,HIGH_SCHOOL,0.0,3,5.1,5000,BLENDED,0,MEDICINE,Turkey,MASTER,9400,German,BLENDED,11.0,4,6.0,1,0.0,-4400,-1,-0.9,1,0,0.0,0,1,0,0.041278677699403424
MARKETING,Netherlands,ANY,BACHELOR,BACHELOR,10.1,4,5.9,12000,ON_CAMPUS,0,ARTIFICIAL_INTELLIGENCE,Germany,PHD,6800,English,BLENDED,13.0,5,6.5,0,-2.9,5200,-1,-0.6,0,0,0.0,0,0,0,0.008849789083086028
MARKETING,Poland,English,BACHELOR,HIGH_SCHOOL,0.0,3,4.8,5000,ON_CAMPUS,0,COMMUNICATION,France,BACHELOR,3300,English,ON_CAMPUS,0.0,4,6.0,0,0.0,1700,-1,-1.2,0,0,0.7,1,1,0,0.6913
ENGINEERING,Turkey,ANY,BACHELOR,BACHELOR,14.7,4,6.1,7000,BLENDED,0,MEDICINE,Poland,DIPLOMA,9900,English,ON_CAMPUS,0.0,4,6.0,0,0.0,-2900,0,0.1,0,0,0.0,1,0,0,0.4416
ARTIFICIAL_INTELLIGENCE,ANY,English,BACHELOR,MASTER,13.8,5,6.9,8000,ON_CAMPUS,0,HOSPITALITY,Netherlands,DIPLOMA,6700,English,DISTANCE,0.0,4,5.0,0,0.0,1300,1,1.9,1,0,0.0,1,0,0,0.6641
FINANCE,Netherlands,English,MASTER,HIGH_SCHOOL,0.0,5,7.3,4000,DISTANCE,0,ARCHITECTURE,Italy,BACHELOR,4900,French,BLENDED,0.0,4,5.5,0,0.0,-900,1,1.8,0,0,0.0,1,0,0,0.361
OTHER,Germany,English,DIPLOMA,HIGH_SCHOOL,0.0,4,5.9,10000,DISTANCE,0,COMPUTER_SCIENCE,Turkey,BACHELOR,5600,French,DISTANCE,0.0,3,6.5,0,0.0,4400,1,-0.6,0,0,0.0,1,1,0,0.5212
MARKETING,France,English,BACHELOR,BACHELOR,10.4,4,6.7,7000,ON_CAMPUS,1,ARTS,Turkey,BACHELOR,3900,English,ON_CAMPUS,0.0,3,5.0,0,0.0,3100,1,1.7,0,0,0.0,0,1,0,0.08900939576406777
COMPUTER_SCIENCE,ANY,English,MBA,HIGH_SCHOOL,0.0,3,5.4,8000,ON_CAMPUS,1,MEDICINE,Netherlands,BACHELOR,7500,English,ON_CAMPUS,0.0,3,6.0,1,0.0,500,0,-0.6,1,0,0.0,1,1,1,0.5674
FINANCE,Germany,English,BACHELOR,HIGH_SCHOOL,0.0,3,4.7,6000,ON_CAMPUS,1,DATA_SCIENCE,Spain,MBA,13200,French,ON_CAMPUS,12.0,4,5.0,1,0.0,-7200,-1,-0.3,0,0,0.4,0,1,1,0.06824738575054906
COMPUTER_SCIENCE,France,French,DIPLOMA,PHD,12.9,5,6.9,4000,ON_CAMPUS,0,OTHER,Poland,MASTER_OF_SCIENCE,5300,French,ON_CAMPUS,11.0,4,7.0,0,1.9,-1300,1,-0.1,0,0,0.0,0,1,0,0.056668695674025625
ARTIFICIAL_INTELLIGENCE,Germany,English,BACHELOR,MASTER,16.2,2,3.7,7000,DISTANCE,0,OTHER,Italy,DIPLOMA,13700,English,BLENDED,0.0,3,6.0,0,0.0,-6700,-1,-2.3,0,0,0.0,1,0,0,0.3862
DESIGN,Netherlands,French,MASTER,HIGH_SCHOOL,0.0,4,6.2,4000,BLENDED,1,HOSPITALITY,France,BACHELOR,3100,English,ON_CAMPUS,0.0,4,6.0,1,0.0,900,0,0.2,0,0,0.0,1,0,1,0.3581
ARTIFICIAL_INTELLIGENCE,ANY,English,MASTER,HIGH_SCHOOL,0.0,4,6.1,6000,BLENDED,0,LAW,Poland,BACHELOR,5600,English,ON_CAMPUS,0.0,4,6.5,1,0.0,400,0,-0.4,1,0,0.0,1,0,0,0.5994
COMMUNICATION,Germany,French,CERTIFICATE,MASTER,15.2,6,8.2,6000,ON_CAMPUS,1,MARKETING,Netherlands,MASTER,7200,English,BLENDED,10.0,4,5.5,0,5.2,-1200,2,2.7,0,0,0.7,0,0,0,0.0
ENGINEERING,ANY,English,DIPLOMA,HIGH_SCHOOL,0.0,2,4.2,8000,BLENDED,1,MARKETING,Italy,MASTER,4900,English,BLENDED,12.0,3,6.5,0,0.0,3100,-1,-2.3,1,0,0.0,0,1,0,0.05369318253762828
EDUCATION,France,ANY,CERTIFICATE,MASTER,15.3,4,5.8,6000,ON_CAMPUS,1,FINANCE,Latvia,BACHELOR,5000,English,BLENDED,0.0,4,6.0,0,0.0,1000,0,-0.2,0,0,0.0,0,0,0,0.009625046463727346
DESIGN,ANY,ANY,MASTER,HIGH_SCHOOL,0.0,4,6.1,7000,DISTANCE,1,FINANCE,Turkey,PHD,4800,French,ON_CAMPUS,14.0,5,5.5,0,0.0,2200,-1,0.6,1,0,0.0,0,0,0,0.019227419490791684
HOSPITALITY,Poland,English,MASTER_OF_ARTS,BACHELOR,10.5,3,4.7,7000,ON_CAMPUS,1,MEDICINE,Italy,MASTER_OF_SCIENCE,6400,English,BLENDED,12.0,3,5.5,0,-1.5,600,0,-0.8,0,0,0.0,1,0,0,0.4248
DATA_SCIENCE,ANY,English,MASTER,MASTER,13.3,3,5.3,5000,ON_CAMPUS,0,OTHER,Netherlands,PHD,5300,English,ON_CAMPUS,14.0,5,7.0,0,-0.7,-300,-2,-1.7,1,0,0.0,1,1,0,0.5775
ARTIFICIAL_INTELLIGENCE,Spain,English,BACHELOR,HIGH_SCHOOL,0.0,3,5.0,3000,ON_CAMPUS,1,MARKETING,Poland,BACHELOR,7200,German,ON_CAMPUS,0.0,4,6.0,0,0.0,-4200,-1,-1.0,0,0,0.0,1,1,0,0.3569
OTHER,France,English,MASTER,BACHELOR,10.6,4,5.3,7000,BLENDED,0,ENGINEERING,Spain,MASTER,5400,French,ON_CAMPUS,11.0,3,5.0,0,-0.4,1600,1,0.3,0,0,0.0,1,0,0,0.4598
MARKETING,Netherlands,English,BACHELOR,BACHELOR,13.6,3,5.1,3000,DISTANCE,0,LAW,Poland,DIPLOMA,12900,English,ON_CAMPUS,0.0,3,6.0,1,0.0,-9900,0,-0.9,0,0,0.0,1,0,0,0.4795
